blockNumber,blockHash,timeStamp,hash,nonce,transactionIndex,from,to,value,gas,gasPrice,input,methodId,functionName,contractAddress,cumulativeGasUsed,txreceipt_status,gasUsed,confirmations,isError,wallet_address,protocol_version
9480891,0xff2129ac8415f31815e727d49eb001d258fce7f0ba6821802e9f486cc255e1b4,1581680081,0x2b10999c6868498047202053ef5b0c4294ec22004c9fa27f71e56df114d16d18,39,162,0x3361bea43c2f5f963f81ac70f64e6fba1f1d2a97,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,365759,7500000000,0xdb006a7500000000000000000000000000000000000000000000000000000b3f8ea48423,0xdb006a75,redeem(uint256 tokens),,8978629,1,259162,13522753,0,0x3361bea43c2f5f963f81ac70f64e6fba1f1d2a97,V3
11444496,0x13cded7ab166d74cdd2f188dd94259608cee2fc5ee7cf43b27abd1c5ecbc7dc6,1607860030,0x3fffbd49fa8e0f40810da5e4fdd7f694d2726eba4096320128c4f7e2a461814a,1,126,0x3867d222ba91236ad4d12c31056626f9e798629c,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,247777,17100000000,0xa0712d6800000000000000000000000000000000000000000000000000000000002dc6c0,0xa0712d68,mint(uint256 mintedAmount),,11451419,1,174525,11559149,0,0x3867d222ba91236ad4d12c31056626f9e798629c,V3
11114055,0x08a01a1cbb973ae086ff6c87549fa614b39710a9261a278238f71a75227ede3c,1603475880,0xd0b6db992ad492169d6280740a7e6993b37c1680ebe4df16db61385a92870d4b,1,142,0x3a44be4581137019f83021eeee72b7dc57756069,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,247777,40000000000,0xa0712d6800000000000000000000000000000000000000000000000000000000002dc6c0,0xa0712d68,mint(uint256 mintedAmount),,9557400,1,174552,11889590,0,0x3a44be4581137019f83021eeee72b7dc57756069,V3
11251053,0xaa285a8c6208cb51b50230b04a86eb80eed9bea5d6515706f2da1c4617634097,1605293172,0xf6940ca619b3b3822ca89c5fc50cd24a6a76b96cffde125de54d9817dd78e321,1,146,0x3e69ad05716bdc834db72c4d6d44439a7c8a902b,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,247777,24000000000,0xa0712d6800000000000000000000000000000000000000000000000000000000005b8d80,0xa0712d68,mint(uint256 mintedAmount),,10958975,1,174552,11752592,0,0x3e69ad05716bdc834db72c4d6d44439a7c8a902b,V3
9006545,0x0673a0ee1a43e17b5a7279bf0a2252f7fc0e0c893a5b8d517c3987f285610e50,1574807051,0xc4dd13821bbab177b708a771bcb43142c0e0a57269d2db0b21557cb60efea220,27,80,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,593069,5550000000,0xc2998238000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000070000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c100000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563000000000000000000000000c11b1268c1a384e55c48c2391d8d480264a3a7f4000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407,0xc2998238,enterMarkets(address[] cTokens),,6161258,1,389960,13997101,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V2
9102338,0x838025db9e0dfd2a4026224e68e3a1b8ed969d3368c82c3bc7d5f3565699684e,1576277138,0x9cb497a5034a3ddc790c40196eb567481be83c55219726eb9890751d0be95a77,29,2,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,117290,4550000000,0xc2998238000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000010000000000000000000000005d3a536e4d6dbd6114cc1ead35777bab948e3643,0xc2998238,enterMarkets(address[] cTokens),,342934,1,77530,13901308,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V2
9102342,0xb650788a6814897e83eec87f7974bf7b190755e6391dda27f78d5dbc25c8b7d4,1576277186,0xe19ecf9c2d09a0f89a26b73609799678f6237bacc4c78f82f70898f8722e284c,30,50,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,851459,4550000000,0xc5ebeaec00000000000000000000000000000000000000000000002086ac351052600000,0xc5ebeaec,borrow(uint256 borrowAmount),,2236934,1,553830,13901304,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9121713,0xc22d4847b5cd8653ecdf2eefac7ce2c0d44ff53d1d0bb1fdb167c107dc05bd03,1576604609,0xb886d1b3c83ffa4a9ccd86996f6883f04792a6cb7ecb6f3b27d8450d860503da,36,39,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,814202,10500000000,0xc5ebeaec00000000000000000000000000000000000000000000000821ab0d4414980000,0xc5ebeaec,borrow(uint256 borrowAmount),,2827469,1,529380,13881933,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9123474,0x6a73e617e9b8ef956b80e795194b24b3163d60ff428b96b96ffb81a273ccd746,1576635933,0xd3938991caba52ac2ee76a6b754983b1d6a4b46f8b48fa0a38f0e199dd404a94,52,51,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,215628,6500000000,0x0e75270200000000000000000000000000000000000000000000000821ab0d4414980000,0x0e752702,repayBorrow(uint256 repayAmount),,3104333,1,121581,13880172,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9128472,0x0cb562d06705c33712e1c2bebf2c3c9533c8b2fdce4b362871368845a0362d5e,1576721265,0xbb54a44a90b19b1261b57de78254833f3ce10b2ef63ed20f5ef831ebb89d943c,53,127,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,814202,5000000000,0xc5ebeaec00000000000000000000000000000000000000000000000ae56f730e6d840000,0xc5ebeaec,borrow(uint256 borrowAmount),,7001040,1,529380,13875174,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9148111,0x4592231c1ea73da0593145778349dc96d1458a67d932d28b748ffd811f441638,1577059941,0x2d09e2b0b4761b7e7b4ce05a96feef03a952131cdb4855ed3590e5b5b915da9d,55,119,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,1009509,3000000000,0xc5ebeaec000000000000000000000000000000000000000000000008670e9ec6598c0000,0xc5ebeaec,borrow(uint256 borrowAmount),,7865388,1,657838,13855535,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9148565,0xe03456b0ab60496b1ecd54a7246408d5a2aa8cdadea859cf6c87b76fd26b6d5c,1577067917,0x0ff2e9260f0c242a93c02aea75f042e9dd570d5181b4fd21e95477ba19f72f70,66,57,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,449031,3000000000,0x0e752702000000000000000000000000000000000000000000000008670e9ec6598c0000,0x0e752702,repayBorrow(uint256 repayAmount),,3892940,1,255036,13855081,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9191071,0xe0b2bf550346591568994bd9841146ec0f9b1c03060cbf07ecc03da8c0a50d65,1577799023,0xac517a0d7da7a80abcc304afc5677183b3cbeaae405c7b2654fa89938d3a3e36,67,66,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,1009509,6000000000,0xc5ebeaec000000000000000000000000000000000000000000000008670e9ec6598c0000,0xc5ebeaec,borrow(uint256 borrowAmount),,3016492,1,657771,13812575,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9191228,0xf909414f379faae92e0d554554d9e377193ccca26f1f344edec33c252d57ec09,1577801805,0x3678f197f4feaa6364d4dde3646cc82a126243c1d6e8db916c41bf5826a61bef,72,147,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,448752,6000000000,0x0e7527020000000000000000000000000000000000000000000000004563918244f40000,0x0e752702,repayBorrow(uint256 repayAmount),,7339434,1,219875,13812418,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9423629,0xf87874bfa6baff3873dd5303209075339647f28cb357348643a2b0e8fca20917,1580919142,0x468296cdb3c3cb78d6548f52a887a09c0538950cd030224e28af6021f0f58f0f,73,97,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,447074,5800000000,0x0e752702ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x0e752702,repayBorrow(uint256 repayAmount),,8823412,1,220203,13580017,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9423632,0x792868de92d81928b895f3eca0ff84cc16dad7cf75988f0048b73462ca2deab4,1580919214,0x7bc1334cf990f5c1806aa3ff5515b1e92a9a2de58031e98dae68528285b87423,74,70,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,424803,5800000000,0xa0712d680000000000000000000000000000000000000000000000023afcde697f07edf6,0xa0712d68,mint(uint256 mintedAmount),,8119822,1,239653,13580014,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9425586,0xb8ad697f9646932005bd057a17a5d01a82260367f84774cae751a53b3fd5129f,1580945466,0x49070f9cfb8bff5037aa203882dee1be694a61264b2e89b65e575ce784b007d7,77,87,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,461448,5500000000,0xa0712d68000000000000000000000000000000000000000000000002b5e3af16b1880000,0xa0712d68,mint(uint256 mintedAmount),,6683235,1,224629,13578060,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9433261,0xa139b55c1d029ff647ff8cf00769266badb13437842aeafb254bd2f956a644c6,1581047088,0x8fc138e538fd6dc2fcf9cb7b36cb37d4c3a71ff41008beeb9dd4ab6c8d68a012,80,182,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,461975,6500000000,0xa0712d6800000000000000000000000000000000000000000000001b1ae4d6e2ef500000,0xa0712d68,mint(uint256 mintedAmount),,8748991,1,263873,13570385,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9442265,0x023c3350dbb80b43dc7b57f6248aeba1bc6e123b05e967fb85c712b9d442b64c,1581167169,0xb0124ff883e57ddeea1b467a4a297ec568e16c05d17e61f29c40090f9a70a260,81,40,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,462132,4500000000,0xa0712d680000000000000000000000000000000000000000000000056bc75e2d63100000,0xa0712d68,mint(uint256 mintedAmount),,2507790,1,263070,13561381,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9478822,0x8d2727c8e6b115273ad30044c892bc76924cc295749ef608305d630768fe7454,1581652145,0xc974492fc9dcdd41508aa4b01d993c2bf06109e25c249ef6baf08395b1c299c7,82,15,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,963698,5550000000,0x852a12e300000000000000000000000000000000000000000000001b1ae4d6e2ef500000,0x852a12e3,redeemUnderlying(uint256 redeemAmount),,1452073,1,626407,13524824,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9533469,0x1652882dadbec2ef1d0882a738c93d550c67299a1fced2c4d1d14c1923f2c05e,1582379128,0xc4700bc955b7c561fb4a7a74995cb1002049a9d608540e5270fa95466c18f4d0,84,100,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,461361,4000000000,0xa0712d6800000000000000000000000000000000000000000000001b1ae4d6e2ef500000,0xa0712d68,mint(uint256 mintedAmount),,5642357,1,264103,13470177,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9678689,0x4fa8bf6761c214ec7fb417c6b44b9b2fcb64505e169989e16f090c1a3ed1643d,1584310077,0xf1a1c248a1cfb19360c02449ec9be3546d302e9a72c96c35be2a74b05099a304,87,78,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,903107,4000000000,0xdb006a750000000000000000000000000000000000000000000000000000031c488aea91,0xdb006a75,redeem(uint256 tokens),,4524320,1,611165,13324957,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9684036,0xc37e543ba1306b824e643a19bebde5d3b085a5f552ff95258878334656590dad,1584381002,0x8156207efecfdb31d44e91118a57e1314036b669d9550197906bb20dadc49189,89,162,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,429512,7500000000,0xa0712d680000000000000000000000000000000000000000000000056bc75e2d63100000,0xa0712d68,mint(uint256 mintedAmount),,8676981,1,242743,13319610,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9690566,0x978c699f6d94110533608c77ee06aec5878270fc1bf9e2ef611aa336dbf7de91,1584468256,0xb84f486b7601790667606cc7704bbf09b5aad43df24213235c926a3a0674de51,90,83,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,440865,5500000000,0xa0712d6800000000000000000000000000000000000000000000000ad78ebc5ac6200000,0xa0712d68,mint(uint256 mintedAmount),,4235237,1,250412,13313080,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
9709312,0x3b57d551682c81846275f76d2cac8f2aa37ea2f13493d92db861e539fce73408,1584717697,0x5f750478652c74f2f460e062716931fb5999bd5269e3ac6a51e294518d76d4bd,92,109,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,941580,8500000000,0xdb006a7500000000000000000000000000000000000000000000000000000156b3a6d065,0xdb006a75,redeem(uint256 tokens),,6878814,1,598374,13294334,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16020142,0x8f121fa9ce689f63edcc6d96848082392d7332787d09fcb0728038ed5ceed951,1669054835,0x5681efb4236e6e8396661f58c65b6b08aa4775038115a3945b749a979f8bac2e,114,96,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,400000,17421583710,0x095ea7b300000000000000000000000074a81f84268744a40febc48f8b812a1f188d80c3ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x095ea7b3,"approve(address _spender, uint256 _value)",,5993322,1,57818,6983504,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16020167,0xd665d706b29eeaa89fc46ab40f88c60fa60cd21e1a9d68fe240bd6c7c15befa3,1669055135,0xc0e9b234315fb686aa84fc8208a1fbccdf8b010d5b5772a891fc2be9f2b28826,117,125,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,400000,21467962525,0xf3fef3a3000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb4800000000000000000000000000000000000000000000000000000000056088d3,0xf3fef3a3,"withdraw(address to, uint256 value)",,8067005,0,56196,6983479,1,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16034543,0xc39470707556195ebe218bb68d9a6d96cd892b36da1a4307b7c21c55570f7c8e,1669228823,0xd7d9433f867b359b9479aa37e57517a73aed3a7b3db5055b11d4f06ce1ff077b,120,107,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,400000,18179672263,0xf3fef3a3000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000000000000005f5e100,0xf3fef3a3,"withdraw(address to, uint256 value)",,13043466,1,150041,6969103,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16096937,0xbfa0fb2e5bc5b91e6a2d678bc85a9481264a0453a4b8040a454765d43109cdb3,1669981847,0xc9d4c72fe4f84384426e5262809da73b2ced8826c1646b9f623e1a72528db8eb,123,184,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,652020,11499829765,0xc5ebeaec0000000000000000000000000000000000000000000000000000000002faf080,0xc5ebeaec,borrow(uint256 borrowAmount),,13774284,1,527215,6906709,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16164055,0xf9ce30c6ef2ad98507be3392a7075bb605fc082c7d47e6de89aa59a3aeb79e64,1670792927,0xdaa0cc52c6ec8a6be575025b1b839dbc8c84774085b87524397915fe49cf75d4,126,107,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,602020,13059568657,0xc5ebeaec0000000000000000000000000000000000000000000000000000000008f0d180,0xc5ebeaec,borrow(uint256 borrowAmount),,9088084,1,480784,6839591,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16164077,0xfae287e73401ea7511715472390615a547de6d12cd8c164240f63186479bfcce,1670793191,0xefd6145acd739aebf0b5c04b7af7332ad5d7adbbd9e18282e602c7245cd9742f,128,146,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,400000,12740484083,0xf3fef3a3000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000000000000008f0d180,0xf3fef3a3,"withdraw(address to, uint256 value)",,10719916,1,133294,6839569,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16175742,0xe998bb41de407e606c0f540ac46c933bd00608ba4a66e1eb842ba3d72e911572,1670933975,0x69f855edb594c3ac3b572cfd66da9cb772981dbe8119a81f17212625d935d535,131,74,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,400000,13752166775,0xf3fef3a3000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000000000000002faf080,0xf3fef3a3,"withdraw(address to, uint256 value)",,5775608,1,150394,6827904,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16379664,0xef807a456791cf182d0d08812f9e694a4d3324c2f5a40a2d84582592ba184f5f,1673393015,0xeb678be61a33983d811fa60928e1eacc181fd211c3882135ee3092a258074738,134,86,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,102020,27413784551,0xc29982380000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000100000000000000000000000070e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,0xc2998238,enterMarkets(address[] cTokens),,9952345,1,81543,6623982,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V2
16857799,0x62f30c4d21529649ccd69e980d98781bd64687a8d8f04ebaa938bc55b1bdf133,1679180747,0x637d8c1d2b55605d16ccaf9cd26afe4b0866e82baf1a383b38d7cff7d71e3d89,136,119,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,182735,14210816335,0xf3fef3a3000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000000000000005f5e100,0xf3fef3a3,"withdraw(address to, uint256 value)",,13294208,1,150382,6145847,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
16857824,0x7b4f496beb76a46f38a8415abf59aea035a4e06811c07699c1831f8f57f3f9b4,1679181047,0x66a4ba85da6ea9e4054f4641d98e83e8259a5b544262db3310d5b099fd9db940,137,176,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,212020,15335377776,0x0e7527020000000000000000000000000000000000000000000000000000000005f5e100,0x0e752702,repayBorrow(uint256 repayAmount),,19781788,1,164437,6145822,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
17616962,0xc248036602023797f0919371a13067801bd26571b0922b47fbd9d70ec3522fa2,1688430023,0x3df385aaeddff965f75649e0b8a7aadddc757550d1d7eb8f740e7b3ade25c61a,138,256,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,70315,13668572136,0x110496e5000000000000000000000000a397a8c2086c554b531c02e29f3291c9704b00c70000000000000000000000000000000000000000000000000000000000000001,0x110496e5,"allow(address who, bool status)",,27474980,1,57445,5386684,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
17616976,0x28977adf629bf1f739b13224bc2b4d54fd329ceb667df7a2551362ce3e196f8e,1688430191,0x7ec920a9f477078001e2caac7a03916f7e4d633d9a69bf67aa065c94af3683e9,140,160,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,183071,12995020839,0xf3fef3a3000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000000000000017d78400,0xf3fef3a3,"withdraw(address to, uint256 value)",,15078976,1,150657,5386670,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
21347501,0xcd50d981a0b2316c14d8a2a3e76708c60c95c6406b8061d27e7740c70fa9037f,1733536931,0xd5aac4deb2a6bed11d6e9133005eddbfb8e5f4ec28041c7a0b533abc58610ad4,144,196,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0xc3d688b66703497daa19211eedff47f25384cdc3,0,112024,13552746882,0xf2b9fdb8000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb4800000000000000000000000000000000000000000000000000000000242ac737,0xf2b9fdb8,"supply(address asset, uint256 amount)",,15676949,1,86335,1656145,0,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,V3
11133958,0x393bf61fb92c9ef4b0b22d9fdf56ceaf04d968106bb0aa0a239c81024862e05f,1603740780,0x0f095a73f96388bb5c4a0f997384b2a96c574c3cdfe4b4cf740ba13daba3ca12,1,73,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,247777,22000000000,0xa0712d6800000000000000000000000000000000000000000000000000000000002dc6c0,0xa0712d68,mint(uint256 mintedAmount),,8689728,1,174552,11869690,0,0x4814be124d7fe3b240eb46061f7ddfab468fe122,V3
11134677,0x38ba03fe3fb02f381620e695a3a95cf500a3548d3da31842e123cb2e4b94df05,1603750264,0xd682e71a1b40fe4b4fbdc01bcd90ab9e040ecba2541852c402342ccd419f957f,4,239,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,407777,16000000000,0xa0712d68000000000000000000000000000000000000000000000000848ad217ed4ec000,0xa0712d68,mint(uint256 mintedAmount),,12351346,1,311907,11868971,0,0x4814be124d7fe3b240eb46061f7ddfab468fe122,V3
11142700,0x87ff4ab2d54e6c997982e5f8770708479a1560b32b9abe8a6f6cbfddaa04d9fb,1603856161,0x2fe2e96b5c4c3eb805d24f1f1067c1523829032ebff953858613b02040ae9c51,10,73,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,247777,37000000000,0xa0712d6800000000000000000000000000000000000000000000000000000000260444b7,0xa0712d68,mint(uint256 mintedAmount),,6076109,1,148802,11860948,0,0x4814be124d7fe3b240eb46061f7ddfab468fe122,V3
11149156,0xbf661a766c703975c92ca2189ef77a9fc89e3d3c5b35dbdcd9d3f9be73c9de4c,1603941520,0x247e843408082b34255d6eda64eb55fd352214c1453e6b138bb0aae385a3942e,13,132,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,112020,41000001459,0xc2998238000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000010000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5,0xc2998238,enterMarkets(address[] cTokens),,8995347,1,92609,11854492,0,0x4814be124d7fe3b240eb46061f7ddfab468fe122,V2
11149230,0x5cefbca8842e3ac3e55269789f42960b67f4f621eb2e44435886550be6e04872,1603942416,0x92bb3e918e08bfa4fd0eec984baebda21aa839965ee66baef4840e307031c787,15,166,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,407777,39000000000,0xa0712d6800000000000000000000000000000000000000000000001934583d4cc52b8599,0xa0712d68,mint(uint256 mintedAmount),,6532414,1,286226,11854418,0,0x4814be124d7fe3b240eb46061f7ddfab468fe122,V3
11149237,0xa2f18b7f2cf182be0a25d39da766308c55b3d15bb3317900fdd1c34162ca7b56,1603942510,0x32549cbe940cd61aaa1bf802b097fe74a7d320c49d1ea70c78b0700cf5415bfb,16,208,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,92020,37000000000,0xc2998238000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000010000000000000000000000005d3a536e4d6dbd6114cc1ead35777bab948e3643,0xc2998238,enterMarkets(address[] cTokens),,12405695,1,77609,11854411,0,0x4814be124d7fe3b240eb46061f7ddfab468fe122,V2
11149238,0xce3a9d06ba434cc6034fafa11901bee512c9f016978cd7c949c789536f36ba31,1603942511,0x31ef199b9635d4f26d067adb1a4a11b75b8a8646d357a4ff6a65d030fb0ad49e,17,18,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,92020,37000001459,0xc29982380000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000100000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563,0xc2998238,enterMarkets(address[] cTokens),,1570714,1,77609,11854410,0,0x4814be124d7fe3b240eb46061f7ddfab468fe122,V2
11149866,0x3cdfa712a1bb9105ad9010a3a424acebd9deb1f99891a5dac14c271ee3497edf,1603950712,0x09e461403f6d8c20e943fe67d29ea283d37169fe3097c7eafe54f1bdd260087b,32,101,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0,92020,18900000000,0xc29982380000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000100000000000000000000000070e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,0xc2998238,enterMarkets(address[] cTokens),,6516759,1,77609,11853782,0,0x4814be124d7fe3b240eb46061f7ddfab468fe122,V2
